Country,Year,CO2_Emissions
Peru,2016,2.0312461033204663
Peru,2017,1.9265516020014959
Peru,2018,1.8682741992971441
Peru,2019,2.157388739228441
Peru,2020,2.181510981862004
Peru,2021,2.165863181880631
Peru,2022,2.200303223878017
Peru,2023,2.4056868902458337
Peru,2024,2.281545676421195
Peru,2025,2.2561421248886058
Chile,2015,4.572370976375458
Chile,2016,4.1599506188415205
Chile,2017,4.365963916772625
Chile,2018,3.9663966499362515
Chile,2019,4.27866243426032
Chile,2020,4.454374115082153
Chile,2021,4.678136286935479
Chile,2022,4.381510401370188
Chile,2023,4.115076132223199
Chile,2024,4.80769648743032
Chile,2025,4.551899033695143
United Kingdom,2015,6.27608146327092
United Kingdom,2016,6.2660608925591275
United Kingdom,2017,6.268610026617835
United Kingdom,2018,6.170731789925363
United Kingdom,2019,5.659350247847789
United Kingdom,2020,5.290612517828478
United Kingdom,2021,5.399862987802519
United Kingdom,2022,6.1438634676640325
United Kingdom,2023,5.73044055891644
United Kingdom,2024,5.90026355932668
United Kingdom,2025,5.522934872009208
Germany,2015,8.47292923024989
Germany,2016,8.381249749988546
Germany,2017,9.073858062788798
Germany,2018,8.742670710741264
Germany,2019,9.00162545745924
Germany,2020,8.711578851805742
Germany,2021,8.756276214133354
Germany,2022,8.81787508357117
Germany,2023,8.307272720346823
Germany,2024,8.9030446235495
Germany,2025,8.787849932163532
France,2015,4.405078752271501
France,2016,4.239796999179715
France,2017,4.473530815140648
France,2018,4.140455802326266
France,2019,4.719186130765629
France,2020,4.876132853772948
France,2021,4.39131333511059
France,2022,4.054256205364146
France,2023,4.229727051154981
France,2024,4.1876892908484145
France,2025,4.246327223117646
Italy,2015,5.578950513196973
Italy,2016,5.709294254435666
Italy,2017,5.513294235440102
Italy,2018,5.396718744617453
Italy,2019,5.921920534857014
Italy,2020,6.192165597043225
Italy,2021,5.055335475416187
Italy,2022,5.097380878312597
Italy,2023,5.132167219711806
Italy,2024,5.926255175370986
Italy,2025,5.084487987997199
Spain,2015,5.63264115089794
Spain,2016,5.370026528066828
Spain,2017,5.411502864911723
Spain,2018,4.776382178078179
Spain,2019,5.331323413970653
Spain,2020,5.3972072387716485
Spain,2021,5.228600442789116
Spain,2022,4.46335489384714
Spain,2023,5.2609185312169515
Spain,2024,4.619141896409198
Spain,2025,4.631066194915957
Netherlands,2015,10.062660214274278
Netherlands,2016,9.75624432227025
Netherlands,2017,8.630566455140855
Netherlands,2018,9.729960919680886
Netherlands,2019,8.568499018723466
Netherlands,2020,9.031873343640617
Netherlands,2021,9.63477350884073
Netherlands,2022,8.241315712299846
Netherlands,2023,9.694466152405509
Netherlands,2024,9.040403791635164
Netherlands,2025,9.6811884419121
Sweden,2015,4.019934573916954
Sweden,2016,3.6771187334511657
Sweden,2017,3.9763619165446853
Sweden,2018,3.6652268349089767
Sweden,2019,3.639391936167603
Sweden,2020,4.016362514375517
Sweden,2021,3.720618558341161
Sweden,2022,3.659160483021875
Sweden,2023,3.7044686472518933
Sweden,2024,3.8062766078732038
Sweden,2025,3.474964316070014
Norway,2015,6.975604071230402
Norway,2016,6.560453886946059
Norway,2017,6.434525657597536
Norway,2018,6.644231149956499
Norway,2019,6.766570700749959
Norway,2020,7.279866927502073
Norway,2021,7.012137811039826
Norway,2022,6.644326160199392
Norway,2023,7.147738721169461
Norway,2024,5.9696997942400625
Norway,2025,6.39188173718852
Iceland,2015,7.570186767201351
Iceland,2016,7.238435153718854
Iceland,2017,7.086978590872846
Iceland,2018,7.8056036312821115
Iceland,2019,7.600608582049803
Iceland,2020,8.042374533072445
Iceland,2021,6.970926563865095
Iceland,2022,6.789794173791194
Iceland,2023,7.358561970904151
Iceland,2024,7.272880111075218
Iceland,2025,6.777040497927246
India,2015,1.6459185890189867
India,2016,1.8529360555227483
India,2017,2.184570677366327
India,2018,2.140999486707625
India,2019,2.384386536941944
India,2020,1.833554910932189
India,2021,2.2421612558746578
India,2022,2.115349514312987
India,2023,2.432752968677904
India,2024,2.462719062698556
India,2025,2.844489386647756
China,2015,7.351670700636184
China,2016,7.855065524696041
China,2017,7.577021360878966
China,2018,8.199267467016666
China,2019,7.236845253530117
China,2020,7.340033839142237
China,2021,8.004967408380722
China,2022,8.069790446906751
China,2023,8.801809503768963
China,2024,8.797002093419966
China,2025,8.225439817709614
Japan,2015,8.739199003908796
Japan,2016,9.554937383887122
Japan,2017,8.539755940525502
Japan,2018,8.671452523669554
Japan,2019,8.382181828884503
Japan,2020,9.668191826297983
Japan,2021,9.206948183604199
Japan,2022,8.299656803290585
Japan,2023,8.206500216918075
Japan,2024,8.215844308540373
Japan,2025,8.455264045003092
South Korea,2015,11.1077766414044
South Korea,2016,11.538112704680483
South Korea,2017,10.949696509352043
South Korea,2018,12.185895030865309
South Korea,2019,12.54480640366983
South Korea,2020,11.378270962364759
South Korea,2021,11.920929174913885
South Korea,2022,10.662928675249882
South Korea,2023,10.900638859332778
South Korea,2024,11.228421788111485
South Korea,2025,10.748315916883476
Australia,2015,17.941234856772077
Australia,2016,17.379223604182013
Australia,2017,17.30471676097376
Australia,2018,16.747576973602037
Australia,2019,15.83570444943041
Australia,2020,14.350642944419207
Australia,2021,16.635116051088662
Australia,2022,14.625786098039264
Australia,2023,14.012055233792873
Australia,2024,14.63005566201795
Australia,2025,14.26025927919885
New Zealand,2015,7.349222440843822
New Zealand,2016,7.378264787748407
New Zealand,2017,7.640523515381086
New Zealand,2018,6.939029287778059
New Zealand,2019,7.338980587661031
New Zealand,2020,6.760990767507816
New Zealand,2021,6.333659768302166
New Zealand,2022,6.3315937134865505
New Zealand,2023,6.635868774620165
New Zealand,2024,7.147637976614034
New Zealand,2025,6.068508795694128
South Africa,2015,7.434051102378532
South Africa,2016,7.510385916519644
South Africa,2017,7.839856531797211
South Africa,2018,8.316598105542473
South Africa,2019,6.923687238233553
South Africa,2020,7.623158640793966
South Africa,2021,6.786247306372988
South Africa,2022,6.791519569059933
South Africa,2023,7.855084662695137
South Africa,2024,7.869322045080204
South Africa,2025,7.131937576196786
United States,2015,15.17455710124328
United States,2016,14.671090113324274
United States,2017,16.46894370979255
United States,2018,14.678767162667908
United States,2019,13.894091661050005
United States,2020,12.910151145653437
United States,2021,15.09387030910639
United States,2022,14.760149109748793
United States,2023,13.705514470545577
United States,2024,15.215755570867191
United States,2025,13.91858843477584
Canada,2015,14.14711219724398
Canada,2016,15.021743420483359
Canada,2017,13.19487191975899
Canada,2018,14.526816338627816
Canada,2019,14.619949224009689
Canada,2020,14.788284616152708
Canada,2021,14.745971295068136
Canada,2022,13.123495010170252
Canada,2023,15.251446105173946
Canada,2024,14.236554961922224
Canada,2025,14.268123064952142
Mexico,2015,4.097675582642607
Mexico,2016,3.8922553015730763
Mexico,2017,3.7169648533026245
Mexico,2018,3.534987378245572
Mexico,2019,3.183266295435746
Mexico,2020,3.6339122266816677
Mexico,2021,3.9116357756877096
Mexico,2022,3.8375392161353234
Mexico,2023,3.4289236658767384
Mexico,2024,3.920448521153013
Mexico,2025,4.084033602107418
Brazil,2015,2.601150213573471
Brazil,2016,2.715574704878738
Brazil,2017,2.5841845423951626
Brazil,2018,2.413694765058268
Brazil,2019,2.0982419257720255
Brazil,2020,2.228394025956899
Brazil,2021,2.2355655822001665
Brazil,2022,2.6428716987095893
Brazil,2023,2.5867285898479992
Brazil,2024,2.6638643510063993
Brazil,2025,2.632624075647506
Argentina,2015,4.3316323994221975
Argentina,2016,4.4122315972030925
Argentina,2017,4.13737360053752
Argentina,2018,3.845616976734552
Argentina,2019,3.739147799730909
Argentina,2020,4.188387684498143
Argentina,2021,4.173908136248036
Argentina,2022,3.8138417839952496
Argentina,2023,4.6534683988021435
Argentina,2024,4.472914904690584
Argentina,2025,4.722932136562724
Colombia,2015,1.7662753544752356
Colombia,2016,1.8425085528865226
Colombia,2017,1.6587569360946037
Colombia,2018,1.9759903986944833
Colombia,2019,1.7494244482802852
Colombia,2020,1.9752017166809561
Colombia,2021,1.8363967862641761
Colombia,2022,1.8177850498536294
Colombia,2023,2.179576392619885
Colombia,2024,1.8954338240727697
Colombia,2025,2.05035168411967
Peru,2015,2.1176585262298375
Peru,2016,2.008668767219321
Peru,2017,2.070473856428347
Peru,2018,1.911383486595817
Peru,2019,2.1823044908860267
Peru,2020,2.0379429178968556
Peru,2021,2.131298633326811
Peru,2022,1.950011655577917
Peru,2023,2.0256276963534776
Peru,2024,2.355827925236626
Peru,2025,2.1434547778725532
Chile,2015,4.1893699136967495
Chile,2016,4.44639665443255
Chile,2017,4.290201108486569
Chile,2018,4.093716948148711
Chile,2019,3.9877138946723503
Chile,2020,3.9845576926110406
Chile,2021,4.611135747095683
Chile,2022,4.43547821532703
Chile,2023,4.648048183598671
Chile,2024,4.091179974051535
Chile,2025,4.6795323877107
United Kingdom,2015,6.401364299926269
United Kingdom,2016,6.207964835296576
United Kingdom,2017,6.335597985721319
United Kingdom,2018,6.132075196310894
United Kingdom,2019,6.291815464754943
United Kingdom,2020,5.86919994146887
United Kingdom,2021,6.228418551660006
United Kingdom,2022,5.758063285319834
United Kingdom,2023,5.603892695557608
United Kingdom,2024,5.727513106192217
United Kingdom,2025,5.354330396613065
Germany,2015,9.813778383131012
Germany,2016,9.505378879044091
Germany,2017,8.874097731252965
Germany,2018,8.696042714304202
Germany,2019,9.068344832790327
Germany,2020,7.694229977759798
Germany,2021,7.7596581544255745
Germany,2022,8.83214642156801
Germany,2023,8.332526644839634
Germany,2024,8.682103542724963
Germany,2025,7.949458669352917
France,2015,4.8495854332555535
France,2016,4.9444407279988765
France,2017,4.8730875980765225
France,2018,4.397344550724278
France,2019,5.0071176785851
France,2020,4.923612887962988
France,2021,4.296786807971911
France,2022,4.362119361440445
France,2023,4.115350786755109
France,2024,4.533358523734143
France,2025,4.615757057966479
Italy,2015,5.551445025640763
Italy,2016,5.811324971936597
Italy,2017,6.0839656788726835
Italy,2018,5.915627681599442
Italy,2019,5.989290868877164
Italy,2020,5.341938509333854
Italy,2021,5.853473798490039
Italy,2022,5.150357223687567
Italy,2023,5.272545966753941
Italy,2024,5.501290040737903
Italy,2025,5.278500515949291
Spain,2015,5.6449803478926
Spain,2016,5.288463870648406
Spain,2017,5.307910739330631
Spain,2018,4.620920456547608
Spain,2019,4.947826156841194
Spain,2020,5.234213322757916
Spain,2021,4.566523900666627
Spain,2022,5.299115324212969
Spain,2023,4.6526787508886605
Spain,2024,4.487935566094478
Spain,2025,4.820203064303082
Netherlands,2015,9.442048287055913
Netherlands,2016,10.206700010852163
Netherlands,2017,8.807934949274278
Netherlands,2018,9.289627646225327
Netherlands,2019,9.000343048832315
Netherlands,2020,9.207487386026678
Netherlands,2021,8.618439992662436
Netherlands,2022,8.761493614325454
Netherlands,2023,8.837923845083292
Netherlands,2024,9.409013256472436
Netherlands,2025,8.126757016276883
Sweden,2015,4.308013849132488
Sweden,2016,3.7327519607950834
Sweden,2017,3.964273779153097
Sweden,2018,3.6762805513149455
Sweden,2019,3.606844730036392
Sweden,2020,3.7909622080831147
Sweden,2021,3.4487377865371385
Sweden,2022,3.833895053393605
Sweden,2023,3.706103170806329
Sweden,2024,3.3374291709461916
Sweden,2025,3.289025691555624
Norway,2015,6.331093790184316
Norway,2016,6.311719663758365
Norway,2017,7.439978860848537
Norway,2018,6.368435336056934
Norway,2019,6.240582299746204
Norway,2020,6.819015525468752
Norway,2021,6.675990959888542
Norway,2022,6.112978951219397
Norway,2023,6.371084353852866
Norway,2024,6.030352423384258
Norway,2025,6.0368268421740385
Iceland,2015,7.723168768554173
Iceland,2016,7.2233049595443894
Iceland,2017,7.4260150291603555
Iceland,2018,7.220803845878354
Iceland,2019,7.546825023965232
Iceland,2020,7.312750450619527
Iceland,2021,7.880758970204798
Iceland,2022,8.08627065423133
Iceland,2023,6.965952791458188
Iceland,2024,6.974632664183716
Iceland,2025,7.910762764736366
India,2015,1.9155662446586583
India,2016,1.971681556560541
India,2017,2.141389179573267
India,2018,1.8936133503032018
India,2019,2.2993531025830736
India,2020,1.8258069967458335
India,2021,2.055083401895442
India,2022,2.4679386466948223
India,2023,2.5966237327508996
India,2024,2.295917771168286
India,2025,2.6644564824797654
China,2015,7.551491696974794
China,2016,7.574571415864133
China,2017,7.772782750091914
China,2018,7.512911251845561
China,2019,8.047543078917032
China,2020,7.784414660937173
China,2021,8.016045216504894
China,2022,7.8342722147224295
China,2023,7.691436528218373
China,2024,7.991274715966903
China,2025,8.047089749987178
Japan,2015,8.940330710836134
Japan,2016,8.95541917541593
Japan,2017,9.157885982350756
Japan,2018,9.10933314782125
Japan,2019,9.5547305699931
Japan,2020,8.60776624196103
Japan,2021,8.17309746520148
Japan,2022,8.66868227228541
Japan,2023,8.197699764406485
Japan,2024,9.480183122369702
Japan,2025,9.266810132879705
South Korea,2015,11.209973093383738
South Korea,2016,11.957397327605685
South Korea,2017,11.970430971784104
South Korea,2018,12.085527760299291
South Korea,2019,12.414466903371778
South Korea,2020,11.162578866093996
South Korea,2021,12.004204064547915
South Korea,2022,11.216432846761622
South Korea,2023,11.915291932974128
South Korea,2024,10.321421165139363
South Korea,2025,10.360580403573234
Australia,2015,15.09464544040443
Australia,2016,17.558218501534242
Australia,2017,16.212039821945158
Australia,2018,15.922217140826069
Australia,2019,16.906866705501297
Australia,2020,15.346054114073597
Australia,2021,16.294213712851782
Australia,2022,14.831355978323915
Australia,2023,14.94944570208966
Australia,2024,14.659842951939083
Australia,2025,15.159745029075566
New Zealand,2015,6.856318553039328
New Zealand,2016,7.889934283081763
New Zealand,2017,7.338777416361469
New Zealand,2018,7.348851520036927
New Zealand,2019,7.625069683457322
New Zealand,2020,7.657288209253566
New Zealand,2021,6.444867737416917
New Zealand,2022,7.426703024733689
New Zealand,2023,6.889492940842752
New Zealand,2024,6.79267783425374
New Zealand,2025,7.363466223961961
South Africa,2015,7.260595169298426
South Africa,2016,7.344008758967667
South Africa,2017,7.154256930571316
South Africa,2018,7.111103415459492
South Africa,2019,6.954022643755477
South Africa,2020,7.350758039079566
South Africa,2021,6.8120752156459
South Africa,2022,6.753760105469307
South Africa,2023,8.021832700633395
South Africa,2024,6.6783393865171075
South Africa,2025,6.844805762106499
United States,2015,16.22597648619934
United States,2016,16.44500510991232
United States,2017,14.901751206882759
United States,2018,15.412296235170018
United States,2019,13.806556744826588
United States,2020,14.91986776697317
United States,2021,14.103594985822872
United States,2022,15.388393608118909
United States,2023,14.111078029928512
United States,2024,14.033990247672417
United States,2025,14.482874742926162
Canada,2015,15.536318387713733
Canada,2016,13.750232979473719
Canada,2017,15.285286699619826
Canada,2018,14.676581092556791
Canada,2019,12.692980707316527
Canada,2020,14.024040223587031
Canada,2021,15.037413755558498
Canada,2022,14.349378093162226
Canada,2023,12.845275174593215
Canada,2024,13.690156002390909
Canada,2025,14.158806183260468
Mexico,2015,3.7912618121133335
Mexico,2016,3.572780556040551
Mexico,2017,3.5790049489994624
Mexico,2018,3.401088508999476
Mexico,2019,3.404177365988091
Mexico,2020,3.6235971148420068
Mexico,2021,3.512677009829483
Mexico,2022,3.551394782164575
Mexico,2023,3.549492398606669
Mexico,2024,3.699801101957743
Mexico,2025,4.00240262873975
Brazil,2015,2.436832421879159
Brazil,2016,2.6925375479462836
Brazil,2017,2.6004884657270466
Brazil,2018,2.3682013570361233
Brazil,2019,2.510312848895268
Brazil,2020,2.517020076717444
Brazil,2021,2.409573838343713
Brazil,2022,2.564094591028444
Brazil,2023,2.435268459601139
Brazil,2024,2.3538877353511483
Brazil,2025,2.38447216519466
Argentina,2015,4.611860299725242
Argentina,2016,4.026714519221482
Argentina,2017,4.588668728004648
Argentina,2018,4.563534790583895
Argentina,2019,4.478542453992679
Argentina,2020,4.087681746214873
Argentina,2021,3.7811998041559436
Argentina,2022,3.853549405122919
Argentina,2023,3.8905031957000964
Argentina,2024,4.421525831406237
Argentina,2025,4.59504660289385
Colombia,2015,1.7167702412475756
Colombia,2016,1.710755622196192
Colombia,2017,1.6311840713653463
Colombia,2018,1.900996578925491
Colombia,2019,1.941679153981182
Colombia,2020,1.8960829805894253
Colombia,2021,1.9670432599928813
Colombia,2022,2.13604414725615
Colombia,2023,2.178001052097187
Colombia,2024,2.243425828389304
Colombia,2025,2.0899868934266546
Peru,2015,2.1267488545601756
Peru,2016,2.0840070026658597
Peru,2017,1.855676592133676
Peru,2018,2.028879752834123
Peru,2019,1.8757099215224209
Peru,2020,1.8690269208540102
Peru,2021,2.0849157844112063
Peru,2022,2.071707317469479
Peru,2023,2.366128337183479
Peru,2024,2.2520997463990957
Peru,2025,2.1969011020332014
Chile,2015,3.944900190310972
Chile,2016,4.328880607510714
Chile,2017,4.133619432138813
Chile,2018,3.9515800556664002
Chile,2019,3.878824635675065
Chile,2020,3.9686627440032924
Chile,2021,4.38589469127686
Chile,2022,4.229203914254343
Chile,2023,4.657545432377515
Chile,2024,4.247726959349911
Chile,2025,4.208382656821274
United Kingdom,2015,6.538181137046471
United Kingdom,2016,6.488728825383558
United Kingdom,2017,6.74414606599917
United Kingdom,2018,5.942097872760538
United Kingdom,2019,5.857723269882896
United Kingdom,2020,5.808547149435002
United Kingdom,2021,5.921614211551733
United Kingdom,2022,5.669189128545204
United Kingdom,2023,5.807187051915864
United Kingdom,2024,5.725315450975845
United Kingdom,2025,4.842451316531684
Germany,2015,9.879879986565426
Germany,2016,9.637767172865258
Germany,2017,8.683073543926692
Germany,2018,9.400353582728606
Germany,2019,8.529029287995145
Germany,2020,8.805985014142259
Germany,2021,8.096292791438259
Germany,2022,8.486186982178335
Germany,2023,7.722610662070207
Germany,2024,8.771581179272717
Germany,2025,8.766391722499552
France,2015,5.106567848578316
France,2016,4.687555909089271
France,2017,4.873426358100811
France,2018,4.540967037516352
France,2019,4.598579948919023
France,2020,4.901060487595575
France,2021,4.469417108417021
France,2022,4.6009721864140465
France,2023,4.626116987469372
France,2024,4.694721844336877
France,2025,4.455791297247695
Italy,2015,6.125815927229146
Italy,2016,6.444513273301356
Italy,2017,5.688852398463165
Italy,2018,6.084413853846196
Italy,2019,6.007253513832354
Italy,2020,5.692104786810486
Italy,2021,5.708375980081072
Italy,2022,5.802615878077646
Italy,2023,5.773365546914814
Italy,2024,5.294772057591585
Italy,2025,5.78276758658736
Spain,2015,5.595554450902842
Spain,2016,5.023437029258364
Spain,2017,4.731528428480954
Spain,2018,5.0086125986786465
Spain,2019,4.7680862102777075
Spain,2020,4.792899207965839
Spain,2021,4.74580020259371
Spain,2022,5.267316917504373
Spain,2023,4.848371546998768
Spain,2024,4.328427895179736
Spain,2025,4.3173724956866915
Netherlands,2015,10.375677345993386
Netherlands,2016,10.18263331748625
Netherlands,2017,8.743981892321846
Netherlands,2018,9.947186421086403
Netherlands,2019,9.34276582256132
Netherlands,2020,8.282128082955397
Netherlands,2021,8.886137566937949
Netherlands,2022,8.19577225746921
Netherlands,2023,9.495943342211493
Netherlands,2024,8.633655371091216
Netherlands,2025,9.501171596991416
Sweden,2015,4.379292719044317
Sweden,2016,4.1525360629317
Sweden,2017,3.6817726203189847
Sweden,2018,3.9695150608370424
Sweden,2019,4.275318544146285
Sweden,2020,4.113201504198028
Sweden,2021,3.9883271133916995
Sweden,2022,3.458458807250208
Sweden,2023,3.656256929033977
Sweden,2024,3.8626453882442613
Sweden,2025,3.7639302773919394
Norway,2015,7.573293193566079
Norway,2016,6.890302999793313
Norway,2017,6.8546631317900335
Norway,2018,6.515510139699343
Norway,2019,6.259790152076696
Norway,2020,6.473288626328058
Norway,2021,7.048557310077567
Norway,2022,6.0870513283765515
Norway,2023,6.526271120734442
Norway,2024,6.600919262764426
Norway,2025,7.045447186917576
Iceland,2015,7.330969020859774
Iceland,2016,7.375405295806772
Iceland,2017,7.10330272560098
Iceland,2018,7.599449964971649
Iceland,2019,7.404546585179938
Iceland,2020,7.076769190399699
Iceland,2021,7.944595489718863
Iceland,2022,8.094443705981739
Iceland,2023,6.913574299070812
Iceland,2024,7.359691902230908
Iceland,2025,7.118484686086277
India,2015,1.890602995541273
India,2016,1.9416793169649036
India,2017,1.8309400473974342
India,2018,1.9421138932686342
India,2019,2.175169030235041
India,2020,1.9947067148423305
India,2021,2.0698167298901997
India,2022,2.40532458447709
India,2023,2.4716782066127854
India,2024,2.745304531105521
India,2025,2.475312577708649
China,2015,7.244076642818982
China,2016,7.676118034355033
China,2017,8.2564495305106
China,2018,8.02616908642305
China,2019,8.087278119072694
China,2020,8.610818108003405
China,2021,8.029723741730521
China,2022,9.025520918975287
China,2023,7.860056476075269
China,2024,9.238541437493561
China,2025,8.353318936973704
Japan,2015,8.885139658785384
Japan,2016,8.745853648376452
Japan,2017,8.860179386952359
Japan,2018,8.561179238841001
Japan,2019,8.687590574765576
Japan,2020,8.983368605574777
Japan,2021,8.420587053168775
Japan,2022,9.746141369544784
Japan,2023,8.563541960256664
Japan,2024,8.472408446007705
Japan,2025,8.556271214791863
South Korea,2015,13.020170860715702
South Korea,2016,12.561969214675557
South Korea,2017,12.17214406431862
South Korea,2018,11.526018510329797
South Korea,2019,12.510040201673787
South Korea,2020,10.765280356825423
South Korea,2021,11.653823388577239
South Korea,2022,12.37200681829701
South Korea,2023,12.023004319608194
South Korea,2024,10.90990586815148
South Korea,2025,11.918762466694279
Australia,2015,15.139109812447062
Australia,2016,17.785886997672964
Australia,2017,15.069809188865943
Australia,2018,16.828807806224162
Australia,2019,14.472948081730626
Australia,2020,15.378613095709467
Australia,2021,14.726663426749003
Australia,2022,14.108347460523891
Australia,2023,13.938505449983452
Australia,2024,16.56908596580739
Australia,2025,15.71453031009758
New Zealand,2015,7.2108619775600316
New Zealand,2016,7.277445574335421
New Zealand,2017,7.426257242379391
New Zealand,2018,6.922553697214312
New Zealand,2019,6.444989877893017
New Zealand,2020,6.79263309480601
New Zealand,2021,7.1141224687428215
New Zealand,2022,6.794522890769173
New Zealand,2023,6.793667006845669
New Zealand,2024,6.506101605408664
New Zealand,2025,6.8170667041757635
South Africa,2015,8.182278019005631
South Africa,2016,7.948270936091054
South Africa,2017,7.8669997811053385
South Africa,2018,6.984571683076698
South Africa,2019,8.082073890000586
South Africa,2020,7.171746948120842
South Africa,2021,7.7976769119167235
South Africa,2022,6.9426720457366145
South Africa,2023,7.231404818449375
South Africa,2024,7.9609217267481
South Africa,2025,6.868422029237356
United States,2015,15.168485440949988
United States,2016,16.25656069096935
United States,2017,16.571615529311057
United States,2018,13.43111357845357
United States,2019,14.653634288241284
United States,2020,12.716874663764743
United States,2021,13.13393517315969
United States,2022,14.40187667185423
United States,2023,14.190522767638939
United States,2024,14.006138997712258
United States,2025,14.29052830125808
Canada,2015,14.912391377101574
Canada,2016,14.012071016190761
Canada,2017,13.820607248370209
Canada,2018,14.525627803762193
Canada,2019,15.093764595502888
Canada,2020,12.89856936546161
Canada,2021,12.797918305958289
Canada,2022,13.964446200203362
Canada,2023,14.481959614645184
Canada,2024,13.662874327221322
Canada,2025,12.826386746014999
Mexico,2015,3.5973769740377195
Mexico,2016,3.812700015151986
Mexico,2017,3.2894821891497377
Mexico,2018,3.703740636531359
Mexico,2019,3.836870708402464
Mexico,2020,3.601364385779858
Mexico,2021,3.952836512174728
Mexico,2022,3.545735451275399
Mexico,2023,3.999321730167824
Mexico,2024,4.065868316930322
Mexico,2025,4.067160036228259
Brazil,2015,2.6831789610082915
Brazil,2016,2.513572955494875
Brazil,2017,2.3145891974707706
Brazil,2018,2.5789035419538147
Brazil,2019,2.2685551994857653
Brazil,2020,2.4518683970691066
Brazil,2021,2.564392933460378
Brazil,2022,2.304893932983041
Brazil,2023,2.6469444605074175
Brazil,2024,2.4006983171657788
Brazil,2025,2.489653259585717
Argentina,2015,4.458430097443303
Argentina,2016,4.738432091093018
Argentina,2017,3.9744433495397766
Argentina,2018,3.9204590280814506
Argentina,2019,4.400492929824653
Argentina,2020,3.958513577107895
Argentina,2021,3.9134150787278625
Argentina,2022,4.086417941807489
Argentina,2023,3.9477326973236573
Argentina,2024,4.705532943739664
Argentina,2025,4.389999641118938
Colombia,2015,2.0552325930444257
Colombia,2016,1.8709447918152102
Colombia,2017,1.9578129512178784
Colombia,2018,1.7701774416471279
Colombia,2019,1.8769871082780938
Colombia,2020,1.976285662773273
Colombia,2021,1.981157403652789
Colombia,2022,2.1728203565286446
Colombia,2023,2.1354118440750183
Colombia,2024,1.9529995287416881
Colombia,2025,2.1694531318900885
Peru,2015,2.1654124775839994
Peru,2016,1.801330085725758
Peru,2017,1.9093800416328075
Peru,2018,1.8028407844948047
Peru,2019,1.8368840896096879
Peru,2020,1.867777437908337
Peru,2021,2.0780567942644637
Peru,2022,2.098525782537633
Peru,2023,2.2526304059915403
Peru,2024,2.183603267136334
Peru,2025,2.5188186873224168
Chile,2015,4.409599057832165
Chile,2016,3.9509489756667344
Chile,2017,4.084334904490693
Chile,2018,3.9604873636701394
Chile,2019,4.344057506652962
Chile,2020,4.5548197266421795
Chile,2021,4.64767346037522
Chile,2022,4.512120593351342
Chile,2023,4.827464388539577
Chile,2024,4.440855710991091
Chile,2025,4.279116023603381
United Kingdom,2015,6.02254231137836
United Kingdom,2016,5.88775580296355
United Kingdom,2017,6.223615647164735
United Kingdom,2018,5.7806241245484795
United Kingdom,2019,5.8386158119211204
United Kingdom,2020,6.01180879916867
United Kingdom,2021,5.854592164075475
United Kingdom,2022,5.271398163340864
United Kingdom,2023,5.544618685381699
United Kingdom,2024,5.404072222448921
United Kingdom,2025,5.101508322785983
Germany,2015,9.269027077780972
Germany,2016,8.469059293262934
Germany,2017,8.90829231501962
Germany,2018,9.359822115253268
Germany,2019,7.855515140104656
Germany,2020,8.571071721354242
